orderid,mkt,itemcode,amount,curcode
28774,XBRV,265,87.29291,BRE
28775,XBRV,883,41.275307,BRN
28776,XBRV,6769,40.77571,BRR
28777,XBRV,2732,70.096375,BGJ
28778,XBRV,2494,66.8208,BGK
28779,XBRV,404,72.16968,BGL
28780,XBRV,8550,30.871191,BUK
28781,XBRV,583,71.637,HRD
28782,XBRV,293,7.3232746,HRK
28783,XBRV,15,5.090022,CYP
28784,XBRV,1860,78.74661,CSJ
28785,XBRV,5285,39.535458,CSK
28786,XBRV,7869,51.712135,ECS
28787,XBRV,5475,56.18283,ECV
28788,XBRV,7705,27.075405,GQE
28789,XBRV,2592,74.94039,EEK
28790,XBRV,7606,75.02869,XEU
28791,XBRV,1423,24.2537,FIM
28792,XBRV,359,15.6157875,FRF
28793,XBRV,4133,13.571478,FRF
28794,XBRV,3901,92.07052,FRF
28795,XBRV,5561,66.745026,GEK
28796,XBRV,2661,4.4867816,RUR
28797,XBRV,6380,51.616272,DDM
28798,XBRV,8566,79.14474,DEM
28799,XBRV,7636,79.37445,GHC
28800,XBRV,9407,66.5888,GHP
28801,XBRV,1571,45.79102,GRD
28802,XBRV,7769,6.6820965,FRF
28803,XBRV,8362,24.903816,GNE
28804,XBRV,4400,37.73212,GNS
28805,XBRV,160,80.86346,GWE
28806,XBRV,9384,88.48568,GWP
28807,XBRV,6648,20.992718,ITL
28808,XBRV,8357,53.507225,ISJ
28809,XBRV,4597,36.488422,IEP
28810,XBRV,5936,78.44111,ILP
28811,XBRV,3859,0.20335963,ILR
28812,XBRV,782,32.257782,ITL
28813,XBRV,9220,80.68154,RUR
28814,XBRV,4418,79.947845,RUR
28815,XBRV,8033,64.341675,LAJ
28816,XBRV,7193,3.1659722,LVL
28817,XBRV,8995,59.957767,LVR
28818,XBRV,8859,13.749463,LSM
28819,XBRV,9232,12.698199,ZAL
28820,XBRV,4744,0.24989264,LTL
28821,XBRV,3058,48.794006,LTT
28822,XBRV,4141,48.80938,LUC
28823,XBRV,2151,25.49995,LUF
28824,XBRV,9441,94.86082,LUL
28825,XBRV,2000,38.082726,MGF
28826,XBRV,6881,2.2582352,MWK
28827,XBRV,6892,46.654835,MVQ
28828,XBRV,6799,51.848904,MLF
28829,XBRV,5089,39.13934,MTL
28830,XBRV,1134,64.254845,MTP
28831,XBRV,8167,68.189766,FRF
28832,XBRV,628,31.91308,MRO
28833,XBRV,9626,46.891354,FRF
28834,XBRV,7557,22.887297,MXP
28835,XBRV,5233,84.07764,RUR
28836,XBRV,5008,24.265291,FRF
28837,XBRV,1315,37.3633,MZE
28838,XBRV,9565,8.08498,MZM
28839,XBRV,7461,30.199863,NLG
28840,XBRV,8457,96.0878,ANG
28841,XBRV,7352,47.528397,NIC
28842,XBRV,1094,6.595418,PEH
28843,XBRV,5088,36.008503,PEI
28844,XBRV,7116,16.566332,PEN
28845,XBRV,8411,96.81012,PES
28846,XBRV,1290,87.89187,PLZ
28847,XBRV,5042,94.14076,PTE
28848,XBRV,7999,88.82024,FRF
28849,XBRV,7329,70.52527,ROK
28850,XBRV,6502,3.8453684,ROL
28851,XBRV,9975,0.58020985,RON
28852,XBRV,6580,50.15403,RUR
28853,XBRV,6178,18.275906,FRF
28854,XBRV,621,31.967602,FRF
28855,XBRV,7048,82.881714,FRF
28856,XBRV,8420,20.6707,ITL
28857,XBRV,9803,90.36392,STD
28858,XBRV,2238,0.54616266,CSD
28859,XBRV,7425,34.42571,EUR
28860,XBRV,89,90.0876,SKK
28861,XBRV,4202,24.701864,SIT
28862,XBRV,847,2.0079384,ZAL
28863,XBRV,4019,42.928272,SDG
28864,XBRV,5457,99.426956,RHD
28865,XBRV,9776,91.40529,ESA
28866,XBRV,8015,75.72626,ESB
28867,XBRV,521,12.487566,ESP
28868,XBRV,4977,25.24594,SDD
28869,XBRV,7196,85.07775,SDP
28870,XBRV,1144,0.29433787,SRG
28871,XBRV,7169,33.574173,SZL
28872,XBRV,3078,11.0866,CHC
28873,XBRV,8145,52.524673,RUR
28874,XBRV,2109,60.18915,TJR
28875,XBRV,2931,28.703884,IDR
28876,XBRV,6288,92.19403,TPE
28877,XBRV,828,1.9431765,TRL
28878,XBRV,6912,86.07546,TRY
28879,XBRV,510,76.94754,RUR
28880,XBRV,6863,66.82849,TMM
28881,XBRV,1291,85.407234,UGS
28882,XBRV,7225,4.260018,UGW
28883,XBRV,1630,90.32399,UAK
28884,XBRV,7532,57.07238,SUR
28885,XBRV,6233,8.939627,USS
28886,XBRV,8004,38.61241,UYN
28887,XBRV,5186,61.637566,UYP
28888,XBRV,945,72.31715,RUR
28889,XBRV,5767,21.3377,VEB
28890,XBRV,7264,63.687683,VEF
28891,XBRV,9630,84.575424,VEF
28892,XBRV,4110,27.52265,VEF
28893,XBRV,6272,29.774515,VNC
28894,XBRV,5006,57.1036,YDD
28895,XBRV,3925,21.681528,YUD
28896,XBRV,5501,86.02015,YUM
28897,XBRV,5406,4.376491,YUN
28898,XBRV,6792,97.91686,ZRN
28899,XBRV,763,8.520241,ZRZ
28900,XBRV,7238,49.168736,ZMK
28901,XBRV,4675,0.0842619,ZWC
28902,XBRV,3444,30.305845,ZWD
28903,XBRV,6711,49.996296,ZWD
28904,XBRV,1920,9.811858,ZWN
28905,XBRV,9046,49.666508,ZWR
28906,XBRV,5182,35.57659,XFO
28907,XBRV,3160,11.434487,XRE
28908,XBRV,3413,11.887794,XFU
28909,XSES,1619,48.789577,AFN
28910,XSES,3090,58.659153,EUR
28911,XSES,880,44.61495,ALL
28912,XSES,8577,87.44049,DZD
28913,XSES,4631,49.49744,USD
28914,XSES,7416,96.17612,EUR
28915,XSES,6795,19.450495,AOA
28916,XSES,7632,58.69733,XCD
28917,XSES,8184,56.81252,XCD
28918,XSES,9207,12.900154,ARS
28919,XSES,4694,54.200718,AMD
28920,XSES,687,26.541925,AWG
28921,XSES,1388,23.049252,AUD
28922,XSES,9023,31.403072,EUR
28923,XSES,8468,46.790695,AZN
28924,XSES,3774,39.997925,BSD
28925,XSES,2288,13.03096,BHD
28926,XSES,5561,83.00136,BDT
28927,XSES,8801,48.02437,BBD
28928,XSES,8028,87.00199,BYN
28929,XSES,6892,63.50011,EUR
28930,XSES,8959,68.3297,BZD
28931,XSES,2723,62.022984,XOF
28932,XSES,8393,90.00712,BMD
28933,XSES,87,10.6763525,INR
28934,XSES,6940,69.11059,BTN
28935,XSES,9586,87.219604,BOB
28936,XSES,9644,33.58129,BOV
28937,XSES,733,92.60546,USD
28938,XSES,2593,15.650242,BAM
28939,XSES,8258,1.0996065,BWP
28940,XSES,5681,87.98891,NOK
28941,XSES,3376,56.213425,BRL
28942,XSES,8620,60.72391,USD
28943,XSES,9013,88.12585,BND
28944,XSES,1187,14.290633,BGN
28945,XSES,449,61.78455,XOF
28946,XSES,1720,61.855667,BIF
28947,XSES,9056,65.20987,CVE
28948,XSES,3062,76.92505,KHR
28949,XSES,6471,38.16986,XAF
28950,XSES,510,83.4956,CAD
28951,XSES,6545,66.56464,KYD
28952,XSES,5465,54.394558,XAF
28953,XSES,9715,98.75024,XAF
28954,XSES,4449,28.59944,CLP
28955,XSES,2323,64.40257,CLF
28956,XSES,7965,22.720264,CNY
28957,XSES,4403,32.84873,AUD
28958,XSES,2649,4.9553185,AUD
28959,XSES,9829,73.72446,COP
28960,XSES,9679,2.156747,COU
28961,XSES,6850,11.890912,KMF
28962,XSES,9429,86.503525,CDF
28963,XSES,1251,69.99441,XAF
28964,XSES,5388,70.07905,NZD
28965,XSES,7796,17.78965,CRC
28966,XSES,9522,24.292889,XOF
28967,XSES,1643,55.36048,HRK
28968,XSES,1009,66.863045,CUP
28969,XSES,4269,81.66373,CUC
28970,XSES,3037,81.01386,ANG
28971,XSES,1401,56.843216,EUR
28972,XSES,5632,43.93103,CZK
28973,XSES,3339,95.05637,DKK
28974,XSES,8378,22.458574,DJF
28975,XSES,5602,92.081406,XCD
28976,XSES,3893,86.89013,DOP
28977,XSES,5247,65.23046,USD
28978,XSES,1258,92.32911,EGP
28979,XSES,2466,26.643517,SVC
28980,XSES,5906,40.431355,USD
28981,XSES,9420,32.91405,XAF
28982,XSES,7555,37.51769,ERN
28983,XSES,4482,83.28052,EUR
28984,XSES,4269,97.96388,SZL
28985,XSES,7311,30.733246,ETB
28986,XSES,5898,21.812864,EUR
28987,XSES,1734,10.6576395,FKP
28988,XSES,9719,4.3291283,DKK
28989,XSES,8537,99.84067,FJD
28990,XSES,7286,22.83429,EUR
28991,XSES,7074,46.00035,EUR
28992,XSES,6797,59.705307,EUR
28993,XSES,6591,87.271866,XPF
28994,XSES,6896,36.99162,EUR
28995,XSES,3875,0.015117368,XAF
28996,XSES,2353,29.69795,GMD
28997,XSES,4731,20.406178,GEL
28998,XSES,2805,21.84153,EUR
28999,XSES,5109,18.749605,GHS
29000,XSES,7453,77.9362,GIP
29001,XSES,9600,51.66152,EUR
29002,XSES,9326,88.9633,DKK
29003,XSES,4253,25.839506,XCD
29004,XSES,677,15.474339,EUR
29005,XSES,1463,67.90607,USD
29006,XSES,7960,29.637053,GTQ
29007,XSES,1931,49.465176,GBP
29008,XSES,7070,98.8395,GNF
29009,XSES,5347,28.506035,XOF
29010,XSES,5102,68.55978,GYD
29011,XSES,516,79.39212,HTG
29012,XSES,6147,58.156464,USD
29013,XSES,8677,87.75195,AUD
29014,XSES,9025,5.1280875,EUR
29015,XSES,9530,28.014326,HNL
29016,XSES,3570,96.21575,HKD
29017,XSES,8392,36.3609,HUF
29018,XSES,5947,43.46668,ISK
29019,XSES,2785,50.538982,INR
29020,XSES,1189,22.19249,IDR
29021,XSES,6178,39.147053,XDR
29022,XSES,2871,94.10898,IRR
29023,XSES,2729,15.573435,IQD
29024,XSES,7891,55.146614,EUR
29025,XSES,2172,39.72814,GBP
29026,XSES,1439,99.93123,ILS
29027,XSES,3269,86.80178,EUR
29028,XSES,319,52.921852,JMD
29029,XSES,7197,38.65487,JPY
29030,XSES,7727,36.91555,GBP
29031,XSES,3808,59.679207,JOD
29032,XSES,40,79.110886,KZT
29033,XSES,3756,98.03005,KES
29034,XSES,9568,51.414356,AUD
29035,XSES,563,3.319531,KPW
29036,XSES,8492,67.08691,KRW
29037,XSES,9721,82.52204,KWD
29038,XSES,3062,42.39057,KGS
29039,XSES,3832,67.99007,LAK
29040,XSES,2460,80.535034,EUR
29041,XSES,3875,52.57317,LBP
29042,XSES,4165,61.912178,LSL
29043,XSES,8186,56.2204,ZAR
29044,XSES,9300,14.296115,LRD
29045,XSES,4504,10.918899,LYD
29046,XSES,6413,4.3833594,CHF
29047,XSES,8244,84.74485,EUR
29048,XSES,3884,43.140507,EUR
29049,XSES,1069,69.40972,MOP
29050,XSES,5416,86.03622,MKD
29051,XSES,165,18.761934,MGA
29052,XSES,1963,88.45419,MWK
29053,XSES,3436,56.42071,MYR
29054,XSES,1316,30.787766,MVR
29055,XSES,5368,8.094778,XOF
29056,XSES,6779,1.8755838,EUR
29057,XSES,5364,40.267548,USD
29058,XSES,6796,82.1793,EUR
29059,XSES,8430,30.130817,MRU
29060,XSES,2302,62.3266,MUR
29061,XSES,4106,77.42305,EUR
29062,XSES,1417,70.76145,XUA
29063,XSES,5667,77.56165,MXN
29064,XSES,9896,25.163948,MXV
29065,XSES,5564,28.942402,USD
29066,XSES,7679,23.029018,MDL
29067,XSES,9683,63.6101,EUR
29068,XSES,1411,5.0890555,MNT
29069,XSES,142,8.38923,EUR
29070,XSES,4914,72.911766,XCD
29071,XSES,3103,25.850222,MAD
29072,XSES,4868,39.992443,MZN
29073,XSES,671,6.681102,MMK
29074,XSES,5477,83.706795,NAD
29075,XSES,2551,39.42058,ZAR
29076,XSES,1232,34.2444,AUD
29077,XSES,7656,64.966034,NPR
29078,XSES,4308,96.85061,EUR
29079,XSES,6592,90.17119,XPF
29080,XSES,818,0.5076677,NZD
29081,XSES,4530,41.900597,NIO
29082,XSES,7281,23.251823,XOF
29083,XSES,4859,0.18057661,NGN
29084,XSES,5727,49.560593,NZD
29085,XSES,9963,97.89736,AUD
29086,XSES,6545,18.211454,USD
29087,XSES,3290,45.697857,NOK
29088,XSES,2247,47.00907,OMR
29089,XSES,3288,11.474641,PKR
29090,XSES,1560,16.578562,USD
29091,XSES,7983,90.90838,PAB
29092,XSES,6051,87.701836,USD
29093,XSES,6187,29.011597,PGK
29094,XSES,206,21.318457,PYG
29095,XSES,1634,53.30656,PEN
29096,XSES,7724,40.246902,PHP
29097,XSES,4054,35.856342,NZD
29098,XSES,868,77.22196,PLN
29099,XSES,282,82.92538,EUR
29100,XSES,9690,86.93752,USD
29101,XSES,2575,75.44198,QAR
29102,XSES,7734,54.159508,EUR
29103,XSES,5384,84.54106,RON
29104,XSES,1785,19.704983,RUB
29105,XSES,7808,29.346329,RWF
29106,XSES,1872,66.24938,EUR
29107,XSES,9835,50.382534,SHP
29108,XSES,1888,3.0941617,XCD
29109,XSES,7621,68.17854,XCD
29110,XSES,1234,47.951805,EUR
29111,XSES,2963,64.654594,EUR
29112,XSES,5405,88.751305,XCD
29113,XSES,4032,52.383278,WST
29114,XSES,2971,22.298267,EUR
29115,XSES,7024,75.68825,STN
29116,XSES,7058,62.672245,SAR
29117,XSES,5034,84.71591,XOF
29118,XSES,382,90.70014,RSD
29119,XSES,7079,96.892845,SCR
29120,XSES,1504,7.175301,SLL
29121,XSES,3450,66.813545,SGD
29122,XSES,5625,26.00792,ANG
29123,XSES,7688,11.851489,XSU
29124,XSES,8197,75.21959,EUR
29125,XSES,2352,26.227654,EUR
29126,XSES,8832,48.24714,SBD
29127,XSES,4551,24.1229,SOS
29128,XSES,4879,60.663,ZAR
29129,XSES,3808,5.5160685,SSP
29130,XSES,8243,73.24918,EUR
29131,XSES,153,78.890175,LKR
29132,XSES,3343,96.39757,SDG
29133,XSES,8834,75.46594,SRD
29134,XSES,2914,19.427145,NOK
29135,XSES,6641,31.105335,SEK
29136,XSES,6002,28.604393,CHF
29137,XSES,1789,12.499033,CHE
29138,XSES,7209,2.6122146,CHW
29139,XSES,2885,70.84816,SYP
29140,XSES,6284,86.306404,TWD
29141,XSES,1666,97.92819,TJS
29142,XSES,7917,76.92714,TZS
29143,XSES,9524,47.836586,THB
29144,XSES,4280,46.724644,USD
29145,XSES,6634,78.44584,XOF
29146,XSES,2656,88.3428,NZD
29147,XSES,4123,23.979078,TOP
29148,XSES,3882,76.68424,TTD
29149,XSES,9774,59.250156,TND
29150,XSES,9191,49.562542,TRY
29151,XSES,6288,75.85455,TMT
29152,XSES,8920,72.952545,USD
29153,XSES,8439,50.52681,AUD
29154,XSES,9704,50.660614,UGX
29155,XSES,50,5.636083,UAH
29156,XSES,8011,61.481693,AED
29157,XSES,4927,77.08011,GBP
29158,XSES,4113,44.831547,USD
29159,XSES,865,82.75132,USD
29160,XSES,7099,41.17268,USN
29161,XSES,5192,39.27131,UYU
29162,XSES,8179,24.836401,UYI
29163,XSES,6215,63.91362,UYW
29164,XSES,9403,89.111206,UZS
29165,XSES,1144,64.50009,VUV
29166,XSES,9850,55.512505,VES
29167,XSES,2267,49.123436,VND
29168,XSES,2049,88.31125,USD
29169,XSES,5515,4.406761,USD
29170,XSES,4315,87.48818,XPF
29171,XSES,4840,98.973175,MAD
29172,XSES,450,46.788315,YER
29173,XSES,6621,3.6346462,ZMW
29174,XSES,1660,90.38804,ZWL
29175,XSES,7776,85.006676,XBA
29176,XSES,5427,92.889305,XBB
29177,XSES,7122,81.456696,XBC
29178,XSES,2932,16.770796,XBD
29179,XSES,8085,31.15706,XTS
29180,XSES,5624,98.27216,XXX
29181,XSES,2492,78.11971,XAU
29182,XSES,6261,25.944105,XPD
29183,XSES,7303,71.73368,XPT
29184,XSES,9515,83.1555,XAG
29185,XSES,6040,17.8914,AFA
29186,XSES,4187,25.598583,FIM
29187,XSES,1176,66.04782,ALK
29188,XSES,5774,92.28432,ADP
29189,XSES,2549,62.300167,ESP
29190,XSES,490,40.492023,FRF
29191,XSES,7099,14.835413,AOK
29192,XSES,8838,94.76978,AON
29193,XSES,8444,3.5019126,AOR
29194,XSES,473,23.89955,ARA
29195,XSES,4906,54.77525,ARP
29196,XSES,1888,8.739991,ARY
29197,XSES,5316,46.17898,RUR
29198,XSES,8588,93.725945,ATS
29199,XSES,2656,1.0813762,AYM
29200,XSES,6609,36.06435,AZM
29201,XSES,9332,48.626526,RUR
29202,XSES,9713,2.864126,BYB
29203,XSES,4312,85.34643,BYR
29204,XSES,6516,31.402678,RUR
29205,XSES,6324,25.166973,BEC
29206,XSES,4338,2.1443408,BEF
29207,XSES,5649,63.738186,BEL
29208,XSES,1481,45.414387,BOP
29209,XSES,1393,67.96807,BAD
29210,XSES,6794,99.67638,BRB
29211,XSES,2480,65.835915,BRC
29212,XSES,6793,2.3588998,BRE
29213,XSES,7344,58.28733,BRN
29214,XSES,820,56.538162,BRR
29215,XSES,2009,69.60153,BGJ
29216,XSES,7352,12.968748,BGK
29217,XSES,7539,56.908432,BGL
29218,XSES,7123,21.137653,BUK
29219,XSES,6860,18.74703,HRD
29220,XSES,3993,81.12888,HRK
29221,XSES,4623,5.302441,CYP
29222,XSES,7444,79.782364,CSJ
29223,XSES,5491,47.434593,CSK
29224,XSES,9331,83.644646,ECS
29225,XSES,9480,12.653093,ECV
29226,XSES,8161,25.448511,GQE
29227,XSES,3142,17.231298,EEK
29228,XSES,2030,40.517593,XEU
29229,XSES,3653,31.59186,FIM
29230,XSES,7768,95.40112,FRF
29231,XSES,3483,9.393721,FRF
29232,XSES,286,95.559364,FRF
29233,XSES,2487,37.987923,GEK
29234,XSES,9398,22.365297,RUR
29235,XSES,2822,4.9076977,DDM
29236,XSES,8507,55.021664,DEM
29237,XSES,1005,81.738625,GHC
29238,XSES,7899,23.02423,GHP
29239,XSES,9140,84.09688,GRD
29240,XSES,9265,82.09211,FRF
29241,XSES,3018,87.998055,GNE
29242,XSES,7376,27.528143,GNS
29243,XSES,6497,19.093622,GWE
29244,XSES,2549,16.331732,GWP
29245,XSES,6201,46.16014,ITL
29246,XSES,1754,87.38479,ISJ
29247,XSES,4859,47.487232,IEP
29248,XSES,5765,35.783527,ILP
29249,XSES,2445,29.51313,ILR
29250,XSES,8470,90.53761,ITL
29251,XSES,9600,56.91861,RUR
29252,XSES,7113,22.053009,RUR
29253,XSES,3048,39.56964,LAJ
29254,XSES,1205,53.670532,LVL
29255,XSES,6770,85.288315,LVR
29256,XSES,344,13.881739,LSM
29257,XSES,8792,76.82676,ZAL
29258,XSES,8743,5.8442507,LTL
29259,XSES,2106,28.697582,LTT
29260,XSES,6256,3.4472604,LUC
29261,XSES,6752,2.0593216,LUF
29262,XSES,1821,95.47689,LUL
29263,XSES,1652,96.64605,MGF
29264,XSES,6046,54.12763,MWK
29265,XSES,3135,27.195135,MVQ
29266,XSES,4447,65.01076,MLF
29267,XSES,7172,37.298553,MTL
29268,XSES,9198,17.99862,MTP
29269,XSES,4771,54.56454,FRF
29270,XSES,9804,89.69755,MRO
29271,XSES,4744,69.88414,FRF
29272,XSES,9003,88.17384,MXP
29273,XSES,9456,57.26725,RUR
29274,XSES,9426,0.9988534,FRF
29275,XSES,9647,33.669956,MZE
29276,XSES,5411,16.458662,MZM
29277,XSES,6637,18.962795,NLG
29278,XSES,4739,18.472427,ANG
29279,XSES,8577,9.409123,NIC
29280,XSES,3132,88.174286,PEH
29281,XSES,3252,2.2838132,PEI
29282,XSES,7385,30.606985,PEN
29283,XSES,1798,41.758602,PES
29284,XSES,6904,21.53626,PLZ
29285,XSES,9582,29.79943,PTE
29286,XSES,1511,12.107599,FRF
29287,XSES,1526,15.829885,ROK
29288,XSES,2955,27.544355,ROL
29289,XSES,8513,15.477213,RON
29290,XSES,8844,52.179646,RUR
29291,XSES,7011,3.3384106,FRF
29292,XSES,2741,40.935555,FRF
29293,XSES,2050,71.126396,FRF
29294,XSES,8286,39.21822,ITL
29295,XSES,1437,52.728416,STD
29296,XSES,2927,83.70447,CSD
29297,XSES,789,89.21158,EUR
29298,XSES,7036,93.433235,SKK
29299,XSES,1461,26.910816,SIT
29300,XSES,2376,37.87903,ZAL
29301,XSES,3455,19.398819,SDG
29302,XSES,1063,35.725685,RHD
29303,XSES,1442,61.488113,ESA
29304,XSES,8459,19.037733,ESB
29305,XSES,8136,47.674103,ESP
29306,XSES,4259,25.877949,SDD
29307,XSES,5467,68.14434,SDP
29308,XSES,4939,64.3554,SRG
29309,XSES,8168,67.13442,SZL
29310,XSES,5323,71.59893,CHC
29311,XSES,5187,74.0974,RUR
29312,XSES,5101,20.185118,TJR
29313,XSES,4835,24.427149,IDR
29314,XSES,1756,47.95913,TPE
29315,XSES,6898,98.22884,TRL
29316,XSES,1961,26.407892,TRY
29317,XSES,865,5.260857,RUR
29318,XSES,3732,96.74892,TMM
29319,XSES,9757,32.586277,UGS
29320,XSES,9837,39.032,UGW
29321,XSES,1718,43.00246,UAK
29322,XSES,1318,25.444153,SUR
29323,XSES,884,21.72503,USS
29324,XSES,791,98.57076,UYN
29325,XSES,660,30.175608,UYP
29326,XSES,7857,48.086826,RUR
29327,XSES,2620,49.83635,VEB
29328,XSES,8255,90.40671,VEF
29329,XSES,9406,30.13435,VEF
29330,XSES,9708,95.84571,VEF
29331,XSES,719,24.039713,VNC
29332,XSES,9361,90.13782,YDD
29333,XSES,7559,50.32889,YUD
29334,XSES,8922,75.73151,YUM
29335,XSES,3385,20.578423,YUN
29336,XSES,8838,22.572962,ZRN
29337,XSES,1223,75.29154,ZRZ
29338,XSES,5206,59.61604,ZMK
29339,XSES,3209,51.4391,ZWC
29340,XSES,3894,12.674276,ZWD
29341,XSES,8871,2.12961,ZWD
29342,XSES,346,19.357168,ZWN
29343,XSES,8939,24.116022,ZWR
29344,XSES,539,5.423131,XFO
29345,XSES,8488,10.451956,XRE
29346,XSES,1584,67.80964,XFU
29347,XLJU,2106,24.548288,AFN
29348,XLJU,8094,51.81153,EUR
29349,XLJU,6885,37.191597,ALL
29350,XLJU,6296,22.504143,DZD
29351,XLJU,2239,11.111007,USD
29352,XLJU,4430,38.120518,EUR
29353,XLJU,7261,64.26543,AOA
29354,XLJU,1999,14.287415,XCD
29355,XLJU,9896,46.85634,XCD
29356,XLJU,1848,51.119297,ARS
29357,XLJU,1742,78.39039,AMD
29358,XLJU,2143,98.06248,AWG
29359,XLJU,7712,22.90817,AUD
29360,XLJU,9461,95.46771,EUR
29361,XLJU,5181,28.581587,AZN
29362,XLJU,779,34.12869,BSD
29363,XLJU,3267,95.373405,BHD
29364,XLJU,1950,39.4328,BDT
29365,XLJU,8930,4.2800565,BBD
29366,XLJU,274,16.757362,BYN
29367,XLJU,3461,1.9057527,EUR
29368,XLJU,1320,42.350822,BZD
29369,XLJU,5893,89.461334,XOF
29370,XLJU,7490,52.52595,BMD
29371,XLJU,1824,67.16717,INR
29372,XLJU,2055,8.135922,BTN
29373,XLJU,6923,47.006813,BOB
29374,XLJU,1148,90.797966,BOV
29375,XLJU,6533,49.695698,USD
29376,XLJU,190,33.802624,BAM
29377,XLJU,9718,92.14705,BWP
29378,XLJU,7226,65.80521,NOK
29379,XLJU,3861,10.145738,BRL
29380,XLJU,3609,74.53485,USD
29381,XLJU,2878,48.450745,BND
29382,XLJU,7843,26.017818,BGN
29383,XLJU,5974,18.21268,XOF
29384,XLJU,3836,50.934307,BIF
29385,XLJU,3812,25.412767,CVE
29386,XLJU,1185,84.494804,KHR
29387,XLJU,11,58.896423,XAF
29388,XLJU,9569,73.67336,CAD
29389,XLJU,4859,26.481993,KYD
29390,XLJU,658,55.064476,XAF
29391,XLJU,6419,62.097115,XAF
29392,XLJU,6982,82.75412,CLP
29393,XLJU,2345,83.22256,CLF
29394,XLJU,1590,33.82489,CNY
29395,XLJU,1321,40.550137,AUD
29396,XLJU,9198,44.660526,AUD
29397,XLJU,9729,19.775162,COP
29398,XLJU,6284,76.89873,COU
29399,XLJU,5929,97.96529,KMF
29400,XLJU,3151,28.251822,CDF
29401,XLJU,2596,26.271137,XAF
29402,XLJU,2321,28.80101,NZD
29403,XLJU,2264,60.819702,CRC
29404,XLJU,4738,76.97847,XOF
29405,XLJU,9285,54.19493,HRK
29406,XLJU,1068,19.774317,CUP
29407,XLJU,4543,75.13065,CUC
29408,XLJU,6414,39.167973,ANG
29409,XLJU,2050,7.3615804,EUR
29410,XLJU,7907,42.139202,CZK
29411,XLJU,9901,18.834389,DKK
29412,XLJU,3992,73.744774,DJF
29413,XLJU,7493,15.3861475,XCD
29414,XLJU,6132,38.74871,DOP
29415,XLJU,4727,23.782335,USD
29416,XLJU,5128,60.44014,EGP
29417,XLJU,3805,51.23293,SVC
29418,XLJU,4125,82.3176,USD
29419,XLJU,6712,4.992984,XAF
29420,XLJU,8261,53.428177,ERN
29421,XLJU,5632,8.578118,EUR
29422,XLJU,9987,69.03857,SZL
29423,XLJU,9359,77.480675,ETB
29424,XLJU,4479,61.233612,EUR
29425,XLJU,7252,84.602585,FKP
29426,XLJU,4054,15.603065,DKK
29427,XLJU,1876,64.8052,FJD
29428,XLJU,9153,12.282342,EUR
29429,XLJU,7729,87.058685,EUR
29430,XLJU,6361,78.116104,EUR
29431,XLJU,5469,47.502304,XPF
29432,XLJU,2690,97.597855,EUR
29433,XLJU,8939,45.504868,XAF
29434,XLJU,1833,21.724133,GMD
29435,XLJU,1909,35.078636,GEL
29436,XLJU,6696,30.712671,EUR
29437,XLJU,597,33.546616,GHS
29438,XLJU,8117,75.53599,GIP
29439,XLJU,5719,82.32511,EUR
29440,XLJU,1024,96.40748,DKK
29441,XLJU,9542,83.29992,XCD
29442,XLJU,1327,21.024063,EUR
29443,XLJU,796,9.326869,USD
29444,XLJU,4101,69.43347,GTQ
29445,XLJU,2962,75.11723,GBP
29446,XLJU,6925,57.620743,GNF
29447,XLJU,3038,15.895898,XOF
29448,XLJU,4214,22.801718,GYD
29449,XLJU,2121,70.8757,HTG
29450,XLJU,4826,9.877287,USD
29451,XLJU,6298,88.997696,AUD
29452,XLJU,9857,23.1302,EUR
29453,XLJU,7814,8.941896,HNL
29454,XLJU,2998,57.32717,HKD
29455,XLJU,9872,94.23027,HUF
29456,XLJU,6622,40.073402,ISK
29457,XLJU,9687,40.901783,INR
29458,XLJU,8937,92.04217,IDR
29459,XLJU,4151,83.61299,XDR
29460,XLJU,625,96.395256,IRR
29461,XLJU,9491,3.7423818,IQD
29462,XLJU,2371,80.53429,EUR
29463,XLJU,5106,68.490135,GBP
29464,XLJU,6493,89.11068,ILS
29465,XLJU,7970,83.12387,EUR
29466,XLJU,2392,60.23979,JMD
29467,XLJU,4744,43.54758,JPY
29468,XLJU,978,44.69003,GBP
29469,XLJU,6461,58.28477,JOD
29470,XLJU,3234,41.26626,KZT
29471,XLJU,1252,49.82412,KES
29472,XLJU,9744,96.74654,AUD
29473,XLJU,5552,39.04346,KPW
29474,XLJU,2998,87.58156,KRW
29475,XLJU,3599,2.4267595,KWD
29476,XLJU,2754,51.743446,KGS
29477,XLJU,6083,15.443328,LAK
29478,XLJU,2752,81.23708,EUR
29479,XLJU,464,89.164276,LBP
29480,XLJU,6144,44.366558,LSL
29481,XLJU,2121,98.0529,ZAR
29482,XLJU,6000,13.717326,LRD
29483,XLJU,6492,60.482773,LYD
29484,XLJU,2077,6.7561827,CHF
29485,XLJU,3673,50.240242,EUR
29486,XLJU,1882,3.912978,EUR
29487,XLJU,2551,59.523846,MOP
29488,XLJU,9995,84.03412,MKD
29489,XLJU,5849,56.46202,MGA
29490,XLJU,3395,40.85191,MWK
29491,XLJU,2019,93.21771,MYR
29492,XLJU,2044,12.948436,MVR
29493,XLJU,7109,52.72803,XOF
29494,XLJU,4330,2.884823,EUR
29495,XLJU,7260,27.265366,USD
